event,date,country,city,artist,album,track,isrc,linkid
click,2021-08-22,United States,Pittsburgh,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-22,United States,Spring Valley,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-22,United Kingdom,Glasgow,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-22,Australia,Mackay,Bo Burnham,Inside (The Songs),Bezos I,USA2P2122060,1cded359-7b54-4086-987e-4cae307a446f
click,2021-08-22,Bahrain,Manama,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-22,France,Unknown,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-22,Saudi Arabia,Jeddah,Kreepa,Oh No (Instrumental),Oh No (Instrumental),USUYG1343455,44fba5ca-b565-4baa-bba0-c136c5042823
click,2021-08-20,United Kingdom,Milton Keynes,"bbno$, Rich Brian",edamame (feat. Rich Brian),edamame (feat. Rich Brian),QMUY42100151,8a10f511-b1ad-453b-9eaa-707adf5ed4ab
click,2021-08-20,Rwanda,Kigali,PinkPantheress,Just for me,Just for me,GBAYE2101058,e2e39afa-648b-4163-97b0-ce742ea67550
click,2021-08-20,United States,Dallas,Justin Bieber,Justice,Peaches,USUM72102636,6add5818-33b1-4ab1-977d-435af50e9b10
click,2021-08-20,India,Pathankot,Hoàng Read,The Magic Bomb,The Magic Bomb - Extended Mix,FR59R2143389,8f990f44-6a5d-4294-ab0b-f74e0a8f3b25
click,2021-08-20,Pakistan,Karachi,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-20,India,Jammu,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
click,2021-08-20,India,Anantnag,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-20,United States,Houston,Lil Tecca,MONEY ON ME,MONEY ON ME,USUM72112304,b329bd67-e62e-4c16-9d65-74e068d4094b
click,2021-08-20,Saudi Arabia,Riyadh,Mohamed Hamaki,Kol Yom Men Dah,Baeit Maah,EGA1C1900007,52db3420-2f56-4d7d-8b53-57ad96b337d4
click,2021-08-20,France,Quimper,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054
click,2021-08-24,United Kingdom,Gillingham,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),Collard Greens,USUM71307354,59515f81-b5f4-40a8-8af9-f871002cd759
click,2021-08-24,Zimbabwe,Harare,Hiko,Savage Love,Savage Love,QM24S2006813,16fb1e6d-1d69-45d0-a8f5-7c6325f611d6
click,2021-08-24,France,Auby,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,India,Bengaluru,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-24,United States,Tolleson,PinkPantheress,Break It Off,Break It Off,QZES52183092,4f3fd357-b2b0-4ddb-b047-8cef495611d6
click,2021-08-24,Netherlands,Utrecht,Justin Bieber,Mari Berdansa,Yummy,USUM71923046,638b0c7a-8f87-47c0-b444-8ac66d3d7054
click,2021-08-24,Saudi Arabia,Jeddah,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-24,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,India,Faridabad,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713
click,2021-08-24,India,Faridabad,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713
click,2021-08-22,Saudi Arabia,Jeddah,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-22,India,Jaipur,Ingratax,París,París,MXB952100097,81c63400-e7a7-44a0-9e2b-60117f828767
click,2021-08-22,India,Ambala,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,United States,Chicago,Sueco,Paralyzed,Paralyzed,USAT22104499,52762e40-cb7a-4a8a-beb7-03fbd6cca9f8
click,2021-08-22,Indonesia,Semarang,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-22,Israel,Tel Aviv,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,France,Lille,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Myron,USAT22001372,224139fd-a7d9-4fc6-b4c4-7dcc94ac3b07
click,2021-08-22,India,Delhi,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713
click,2021-08-22,India,Kolkata,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,India,Indore,Cassie,Cassie (U.S. Version),Me & U,USBB40610361,ca74d4ae-51ce-451d-8bd7-809443d1798a
click,2021-08-21,United States,New Castle,Megan Thee Stallion,Thot Shit,Thot Shit,QMCE32100340,f6d1717b-7707-4747-a048-37a36bf4048c
click,2021-08-21,India,Jaipur,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-21,Finland,Tampere,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-21,Cayman Islands,George Town,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-21,France,Unknown,L.Dre,Steven Universe,Steven Universe,QZFZ32084911,df57e9c4-e4db-406a-a4de-f9b5cb59fcf3
click,2021-08-21,United States,Omaha,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-21,Saudi Arabia,Riyadh,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-21,United States,Salt Lake City,Bella Poarch,Build a Bitch,Build a Bitch,USWB12101016,a107c329-5d35-4c7d-8050-50bc69ce7dbc
click,2021-08-21,Australia,Brisbane,"Sean Paul, Ty Dolla $ign",Only Fanz,Only Fanz (feat. Ty Dolla $ign),GBUM72102099,b57d8a2d-5f7a-4d62-b996-55fa88ca0244
click,2021-08-21,Saudi Arabia,Jeddah,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-22,Morocco,Rabat,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-22,Sierra Leone,Freetown,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-22,United States,San Antonio,"Summer Walker, Drake",Last Day Of Summer,Girls Need Love (with Drake) - Remix,USUM71903117,580817fb-96bd-4418-9d61-6adcbf483186
click,2021-08-22,Saudi Arabia,Riyadh,"DLJ, BIDØ",Time Capsule,To the Moon,GBKQU2171093,0211bf4d-0e9d-46c2-889c-f97872280820
click,2021-08-22,Germany,Wiesbaden,"Lil Tecca, Gunna",REPEAT IT,REPEAT IT (with Gunna),USUM72113370,246b7a4c-3866-4eb2-a0bb-931c0fca7899
click,2021-08-22,Pakistan,Gilgit,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-22,Saudi Arabia,Riyadh,Olivia Rodrigo,SOUR,happier,USUG12101254,41aa8dc7-36b0-4f9e-a8b4-777bf821bdbb
click,2021-08-22,Pakistan,Karachi,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-22,Saudi Arabia,Jeddah,Myke Towers,ALMAS GEMELAS,ALMAS GEMELAS,USWL12100336,9ab2b175-85b8-432d-8e82-f3159be870ee
click,2021-08-22,Saudi Arabia,Jeddah,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-19,Gabon,Libreville,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-19,France,Andard,"Shouse, David Guetta",Love Tonight (David Guetta Remix),Love Tonight - David Guetta Remix,USA2P2120717,53da9d1d-7fa4-489e-a94a-e370beebdd7f
click,2021-08-19,Saudi Arabia,Jeddah,Leonz,Among Us (Trap Remix),Among Us - Trap Remix,QZMEN2083109,57d2ac39-9a54-4674-b273-6ad9cdbb135d
click,2021-08-19,Kuwait,Kuwait City,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-19,France,Paris,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",La Mamá de la Mamá,La Mamá de la Mamá,uscgj2190595,e588ad9d-e5b1-4750-8b34-5040a53ac4f2
click,2021-08-19,Saudi Arabia,Riyadh,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd
click,2021-08-19,Belgium,Antwerp,"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,Body Remix feat ArrDee E1 3x3 ZT 3x3 Bugzy Malone Buni Fivio Foreign Darkoo,GBAHS2100229,5bf02874-e522-44e2-9013-edb794731c56
click,2021-08-19,Argentina,Corrientes,Anacri,Pescara,Combinamos?,QZNWU2078997,b8b6975b-df18-49c0-89e3-c9b06cefcba5
click,2021-08-19,Austria,Vienna,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,Saudi Arabia,Medina,Sean Paul,The Trinity,Temperature,USAT20505520,04ba6b17-1055-4f0e-a75e-3cdb0d0d4106
click,2021-08-19,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,United States,Huntington Park,"T-Pain, Kehlani",I Like Dat,I Like Dat,USUYG1369621,1b2b2386-48c6-49fb-b29f-0f3f03f3d0d7
click,2021-08-19,Israel,Tel Aviv,Mohamed Hamaki,Kol Yom Men Dah,Wamel Eih,,01966594-3bd7-5589-b2be-a0ba58c911b9
click,2021-08-19,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,United States,Warren,Rod Wave,SoulFly,Tombstone,USLD91731547,745d80d7-6dea-45d1-9a1f-fd2d710c828d
click,2021-08-19,United Kingdom,Swindon,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,QMJMT2103571,5821fd15-f95f-43f6-b43b-2fb13c3caacf
click,2021-08-19,Germany,Viernheim,"Trippie Redd, Playboi Carti",Miss The Rage feat Playboi Carti,Miss The Rage feat Playboi Carti,QZJ842000983,2fd3dbb9-5555-43fa-9d69-437e55f2578d
click,2021-08-19,United States,Unknown,"Jack Harlow, Pooh Shiesty",SUVs (Black on Black),SUVs (Black on Black),USAT22102616,30ee2950-0e66-47da-87cc-056ab2de284d
click,2021-08-19,Burundi,Unknown,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-19,France,Unknown,"Pop Smoke, Lil Tjay",Shoot For The Stars Aim For The Moon,Mood Swings (feat. Lil Tjay),USUM72013632,9d325586-9453-4664-88e8-cdf24c43ffa0
click,2021-08-19,Pakistan,Lahore,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,Netherlands,Amsterdam,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,Spain,Catarroja,"Billie Eilish, Khalid",lovely (with Khalid),lovely (with Khalid),USUM71804190,0ecfeb63-4c7a-4999-8da3-ad7dff007bac
click,2021-08-19,Brazil,Rio de Janeiro,Hephae Ocho,The Divine Technique,The Divine Technique,,4df71472-05e5-56be-a8b9-1a9f06b56baa
click,2021-08-19,United States,Unknown,Lil Tecca,MONEY ON ME,MONEY ON ME,USUM72112304,b329bd67-e62e-4c16-9d65-74e068d4094b
click,2021-08-19,France,Chartres,Pop Smoke,Meet The Woo,Dior,USUM71914275,e0e33efc-c062-4fa7-97d1-2c3d14432455
click,2021-08-19,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,Iraq,Sulaymaniyah,Shabaz Zamani,Ballen,Ballen,,cd9c826d-15e9-5a1b-a79f-f84be11ccee1
click,2021-08-19,India,Jalandhar,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713
click,2021-08-19,India,Ludhiana,Sidhu Moose Wala,Akhian,Akhian,QZQLR2005915,c95f1fc1-fab0-4c74-b3f5-52bd3684a713
click,2021-08-21,Belgium,Bruges,Birdy,Birdy,Skinny Love,GBAHS1100350,1f17a6a3-fbfe-4420-a330-d1064cd61ff6
click,2021-08-21,Ireland,Dublin,PinkPantheress,Pain,Pain,QZFZ52145391,fd647d87-4c7a-4dd1-92c6-0e7dd7fdf4f1
click,2021-08-21,United States,San Antonio,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),Collard Greens,USUM71307354,59515f81-b5f4-40a8-8af9-f871002cd759
click,2021-08-21,United States,Fort Worth,KA$HDAMI,epiphany,Reparations!,QZFYY2115255,9c61dba1-9369-4ee4-a215-1d34581cd811
click,2021-08-21,United Arab Emirates,Abu Dhabi,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-21,France,Meyzieu,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-21,United States,Ormond Beach,Capella Grey,GYALIS,GYALIS,QZFYW2156440,62d8b57e-0d63-48a0-b856-546e50130534
click,2021-08-22,France,Unknown,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-22,Saudi Arabia,Riyadh,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e
click,2021-08-22,India,Kolkata,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-25,United States,Minneapolis,"Trippie Redd, Polo G, Lil Durk",Trip At Knight,Rich MF (feat. Polo G & Lil Durk),QZJ842001154,dabb9f65-4c19-49b1-aaeb-db0616792358
click,2021-08-25,Morocco,Marrakesh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-25,Belgium,Arendonk,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494
click,2021-08-25,France,Chamonix,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,United States,Warner,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-25,Colombia,Bogotá,"Lunay, Anitta",El Niño,TODO O NADA,USA2P2117978,33335d11-744e-481b-9ba7-30086ca46edd
click,2021-08-25,Belgium,Marcinelle,Young Thug,Tick Tock,Tick Tock,USAT22104514,e0a76dc3-7ccd-405f-8ee8-a2c55c0e0ed2
click,2021-08-25,Montenegro,Unknown,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Iraq,Erbil,"DMNDS, Strange Fruits Music, Fallen Roses, Lujavo, Nito-Onna",Calabria (feat. Lujavo & Nito-Onna),Calabria (feat. Lujavo & Nito-Onna),GBSMU9833211,681d888a-59ce-4acb-b7c5-95dab0c063d9
click,2021-08-25,France,Unknown,"J Balvin, Skrillex",In Da Getto,In Da Getto,QZM5U2100095,6aebc33e-3788-42c1-be7b-c7a610ebccf5
click,2021-08-23,United States,Unknown,Reyanna Maria,So Pretty,So Pretty,USUM72100871,23199824-9cf5-4b98-942a-34965c3b0cc2
click,2021-08-23,Saudi Arabia,Riyadh,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,2a636360-84e6-4e05-8c41-bf308b1cd8c1
click,2021-08-23,Senegal,Dakar,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-23,Puerto Rico,San Juan,Ingratax,París,París,MXB952100097,81c63400-e7a7-44a0-9e2b-60117f828767
click,2021-08-23,Norway,Moss,"Vandelux, Alex Maher",Matter of Time (feat. Alex Maher),Matter of Time (feat. Alex Maher),GBKPL2150049,c40647a1-b717-439b-a3c5-0f23ab4402ea
click,2021-08-23,Kuwait,Kuwait City,L.Dre,Steven Universe,Steven Universe,QZFZ32084911,df57e9c4-e4db-406a-a4de-f9b5cb59fcf3
click,2021-08-23,United Arab Emirates,Ras al-Khaimah,LAKEY INSPIRED,Better Days,Better Days,QM42K1738106,f3820ceb-486c-407c-a8c4-80ac49c2391d
click,2021-08-23,Saudi Arabia,Riyadh,Ingratax,París,París,MXB952100097,81c63400-e7a7-44a0-9e2b-60117f828767
click,2021-08-23,Saudi Arabia,Riyadh,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-23,Saudi Arabia,Riyadh,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-25,Saudi Arabia,Jeddah,Tundra Beats,Beautiful Day,Beautiful Day,QZHN92194591,e849515b-929d-44c8-a505-e7622f1827e9
click,2021-08-25,Canada,Calgary,"Gunna, Taurus",9 TIMES OUTTA 10,9 TIMES OUTTA 10,QMCE32100707,03efbdd8-a128-4edb-972a-6f1476b89cae
click,2021-08-25,Kuwait,Kuwait City,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,Saudi Arabia,Riyadh,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,United States,Buffalo,PinkPantheress,Pain,Pain,QZFZ52145391,fd647d87-4c7a-4dd1-92c6-0e7dd7fdf4f1
click,2021-08-25,United Kingdom,West Bromwich,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-25,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-25,Saudi Arabia,Jeddah,Anne-Marie,Beautiful,Beautiful,GBAHS2100225,522da5cc-8177-4140-97a7-a84fdb4caf1c
click,2021-08-25,India,Hyderabad,Uzumaki Baka,Agar Tum Sath Ho Remix,Agar Tum Sath Ho Remix,BXY5K2118446,92699f7a-acc7-4262-af67-12ffbd31d17d
click,2021-08-25,United States,Salt Lake City,Roddy Ricch,Late At Night,Late At Night,USAT22102236,a82e72d8-523f-43ab-9fd0-992605d54b4e
click,2021-08-24,Saudi Arabia,Riyadh,Miscél,when you left,when you left,QM42K1907890,2fc15e8b-83aa-40ee-9f9d-5d96c6d4356c
click,2021-08-24,Bahrain,Madinat Hamad,Cardi B,Up,Up,USAT22100061,9d847c0e-6824-438f-9dc1-d76fca6dc87c
click,2021-08-24,India,New Delhi,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494
click,2021-08-24,Iraq,Erbil,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-24,Netherlands,Zaandam,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
click,2021-08-24,Saudi Arabia,Jeddah,"Lola Indigo, TINI, Belinda",La Niña,La Niña de la Escuela,ES5702100732,7c8bbf79-21c7-4b33-acaf-c8bf5a45c333
click,2021-08-24,Croatia,Split,Olivia Rodrigo,SOUR,good 4 u,USUG12101245,a4a6c5d9-eb71-4987-9e37-762aa9fc740b
click,2021-08-24,Georgia,K'alak'i T'bilisi,Chelsea Cutler,You Can Have It,You Can Have It,USUG12103653,f0a8e55f-e00b-45c9-bcbc-1e364b3cc544
click,2021-08-24,Iraq,Unknown,Vitamin A,Happy Birthday,Happy Birthday,US3DF1612162,f563adc4-d7c6-4d70-93d0-06bab552f642
click,2021-08-24,Germany,Mainz,"Reyanna Maria, Tyga",So Pretty,So Pretty,USUM72102159,e3e76165-f5dc-490d-a932-f31ee08e181d
click,2021-08-25,Pakistan,Islamabad,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
click,2021-08-25,India,Delhi,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-25,India,Hyderabad,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),QZJRC1945204,c2c876ab-b093-4750-9449-6b4913da6af3
click,2021-08-25,Denmark,Unknown,"Shawn Mendes, Tainy",Summer Of Love,Summer of Love (Shawn Mendes & Tainy),USUM72114707,d5317591-872a-487d-87cb-10a516643d5f
click,2021-08-25,Greece,Athens,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,ITB002100115,7d5f284b-8e57-4d74-adc6-3a757aaf3494
click,2021-08-25,India,Jaipur,Why Don't We,The Good Times and The Bad Ones,Love Song,USAT22007277,4bd6fbda-d0be-435b-82e3-782d0a57235f
click,2021-08-25,Germany,Ibbenbueren,"Soulja Boy Tell 'Em, Rich The Kid",Rick N Morty,Rick N Morty,QZK6N2198767,5ffec53c-25da-436e-a84e-5695deee5e0e
click,2021-08-25,United States,Minneapolis,L.Dre,Steven Universe,Steven Universe,QZFZ32084911,df57e9c4-e4db-406a-a4de-f9b5cb59fcf3
click,2021-08-25,United States,Chelmsford,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",La Mamá de la Mamá,La Mamá de la Mamá,uscgj2190595,e588ad9d-e5b1-4750-8b34-5040a53ac4f2
click,2021-08-25,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,United States,Unknown,"WILLOW, Travis Barker",t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,QMJMT2103571,5821fd15-f95f-43f6-b43b-2fb13c3caacf
click,2021-08-19,Saudi Arabia,Riyadh,Adenio,Galaxy,AURORA,QZMHL2046949,7cfb390a-568a-472a-ae9e-d800a77abe21
click,2021-08-19,United States,Unknown,Nuski2Squad,Lost Child,Live On (Thuggin Days),,3a3b453a-7dc1-547e-a3e9-443fe89bb6bc
click,2021-08-19,Canada,Yorkton,convolk,"lynda, Pt. 1 - EP",1 want 2 jump,,c8c87c49-f1f1-5f4b-b306-e201395cd46f
click,2021-08-19,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,United States,Coppell,"Kanye West, Dwele",Graduation,Flashing Lights,USUM70749095,1d166e49-0c0a-4fca-9456-1b3ebf57ffad
click,2021-08-19,Ghana,Bawku,Central Cee,Commitment Issues,Commitment Issues,ZZOPM2004175,05efb4a2-2100-4629-b83f-c9eb3eebcdd1
click,2021-08-19,France,Metz,KenTheMan,I'm Perfect,I'm Perfect,US39N2102090,190c7170-4044-4c97-9709-926917155b02
click,2021-08-19,Saudi Arabia,Jeddah,Tesher,Jalebi Baby,Jalebi Baby,QZNWQ2070741,2d896d31-97b6-4869-967b-1c5fb9cd4bb8
click,2021-08-19,United States,Phillipsburg,Kodak Black,Senseless,Senseless,USAT22104267,269a0f5b-233a-4ea9-87e5-c3218cd82a33
click,2021-08-23,United Kingdom,Unknown,Billie Eilish,Happier Than Ever,Happier Than Ever,USUM72105936,d58a7ad8-f1f7-43c7-90fc-02906b703089
click,2021-08-23,Saudi Arabia,Jeddah,Ariana Grande,"thank u, next",7 rings,USUM71900110,184041ab-9c90-4c29-8b6b-6ac2261be2d3
click,2021-08-23,Sweden,Unknown,"Pop Smoke, 21 Savage, 42 Dugg",Faith,Bout A Million (feat. 42 Dugg & 21 Savage),USUM72112386,9ca8ca2d-3507-4287-8f66-a80314dc7169
click,2021-08-23,Saudi Arabia,Makkah,50 Cent,The Massacre,Just A Lil Bit,USIR10500279,c8e81e0d-6f2e-44af-b4b3-ce001774461c
click,2021-08-23,Malta,Qormi,"Kayla Nicole, Taylor Girlz, Flo Milli","Bundles 2 (feat. Flo Milli, Taylor Girlz)","Bundles 2 (feat. Flo Milli, Taylor Girlz)",QMCE32100359,fbf4b935-f961-4b13-b1d8-45ad47093559
click,2021-08-23,Pakistan,Lahore,"50 Cent, Olivia",The Massacre,Candy Shop,USIR10500072,97105aff-3e40-4c2e-bfeb-563b55e8f5dd
